productName,Prices,Description
"Apple iPhone 13 (Midnight, 512 GB)","₹80,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 13 Pro Max (Alpine Green, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 15 Pro Max (Black Titanium, 256 GB)","₹1,48,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 Plus (Yellow, 512 GB)","₹91,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 13 ((PRODUCT)RED, 512 GB)","₹80,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 13 (Green, 512 GB)","₹80,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 12 Pro Max (Pacific Blue, 128 GB)","₹1,19,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
"Apple iPhone 12 mini (White, 64 GB)","₹59,900","64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 13 (Starlight, 512 GB)","₹80,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 6s Plus (Gold, 32 GB)","₹34,900",32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 13 (Pink, 512 GB)","₹80,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 5s (Silver, 16 GB)","₹25,000",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty
"Apple iPhone 5s (Space Grey, 16 GB)","₹25,000",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty
"Apple iPhone XS Max (Space Grey, 64 GB)","₹1,09,900",64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
"Apple iPhone 8 Plus (Gold, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 8 Plus (Space Grey, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 14 (Starlight, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 (Midnight, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 Pro (Blue Titanium, 1 TB)","₹1,77,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 8 Plus (Silver, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 7 Plus (Gold, 128 GB)","₹42,900",128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 8 (Gold, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 7 Plus (Gold, 128 GB)","₹42,900",128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 8 (Gold, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 8 (Silver, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 8 (Space Grey, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 6s Plus (Space Grey, 16 GB)","₹72,000",16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 8 Plus (Space Grey, 256 GB)","₹84,900","256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 8 Plus (Silver, 256 GB)","₹84,900","256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 6 (Gold, 32 GB)","₹30,780",32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 8 (Gold, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
"Apple iPhone SE 3rd Gen (Product (Red), 256 GB)","₹64,900","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 11 (Red, 64 GB)","₹36,999",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 15 Pro (Blue Titanium, 512 GB)","₹1,58,990","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 13 ((PRODUCT)RED, 128 GB)","₹53,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 14 Plus (Starlight, 256 GB)","₹71,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 Plus (Yellow, 256 GB)","₹91,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 Pro (Natural Titanium, 1 TB)","₹1,77,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 Plus (Green, 512 GB)","₹1,11,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 11 Pro (Space Grey, 512 GB)","₹1,40,300",512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 15 Plus (Green, 256 GB)","₹91,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 11 (Green, 128 GB)","₹39,999",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 11 (Purple, 64 GB)","₹36,999",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 13 mini (Midnight, 256 GB)","₹74,900",256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Green, 64 GB)","₹36,999",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 6s (Space Grey, 32 GB)","₹29,900",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 13 mini (Pink, 128 GB)","₹64,900",128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Green, 128 GB)","₹39,999",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 11 (Green, 64 GB)","₹36,999",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 12 (Purple, 64 GB)","₹39,999","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 12 mini (Red, 128 GB)","₹64,900","128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 12 (White, 256 GB)","₹54,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 15 Plus (Yellow, 512 GB)","₹1,11,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 11 (Purple, 128 GB)","₹39,999",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 12 (Green, 64 GB)","₹39,999","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
"Apple iPhone 15 Plus (Pink, 256 GB)","₹91,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone SE (White, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
"Apple iPhone SE 3rd Gen (Midnight, 64 GB)","₹49,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 15 Pro Max (Black Titanium, 512 GB)","₹1,68,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 (Yellow, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 12 (Black, 128 GB)","₹44,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 12 Pro Max (Silver, 512 GB)","₹1,49,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"Apple iPhone 12 (Red, 128 GB)","₹44,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 14 Pro Max (Space Black, 512 GB)","₹1,57,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone SE (Black, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
"Apple iPhone 6s (Gold, 64 GB)","₹49,999",64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
"Apple iPhone 13 Pro Max (Silver, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 15 Pro Max (Black Titanium, 1 TB)","₹1,88,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 11 Pro Max (Silver, 512 GB)","₹1,50,800",512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 13 Pro Max (Gold, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 13 Pro Max (Graphite, 128 GB)","₹1,29,900",128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Yellow, 128 GB)","₹39,999",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 11 Pro (Space Grey, 64 GB)","₹1,06,600",64 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 12 Pro (Graphite, 128 GB)","₹1,09,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"Apple iPhone XS Max (Gold, 64 GB)","₹1,09,900",64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
"Apple iPhone 14 Pro Max (Silver, 1 TB)","₹1,77,999","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 Pro Max (Deep Purple, 128 GB)","₹1,27,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 13 Pro (Silver, 1 TB)","₹1,69,900",1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 12 mini (Blue, 128 GB)","₹64,900","128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone SE (Black, 128 GB)","₹44,900","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
"Apple iPhone 13 mini ((PRODUCT)RED, 128 GB)","₹64,900",128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 14 ((PRODUCT)RED, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 Pro (Gold, 128 GB)","₹1,19,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 12 mini (Blue, 64 GB)","₹59,900","64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone 12 Pro Max (Gold, 256 GB)","₹1,29,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"Apple iPhone 15 Pro Max (Blue Titanium, 1 TB)","₹1,88,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 Pro Max (Natural Titanium, 1 TB)","₹1,88,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone SE 3rd Gen (Starlight, 128 GB)","₹54,900","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year"
"Apple iPhone 5C (White, 32 GB)","₹53,500",32 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
"Apple iPhone 14 Pro Max (Gold, 128 GB)","₹1,27,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 5C (Blue, 16 GB)","₹41,900",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
"Apple iPhone 5C (Green, 16 GB)","₹41,900",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
"Apple iPhone 13 Pro (Sierra Blue, 256 GB)","₹1,29,900",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 5C (Blue, 8 GB)","₹14,999",8 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
"Apple IPhone 4 (White, 8 GB)","₹13,999",8 GB ROM8.89 cm (3.5 inch) NA Display5MP Rear Camera | 0.3MP Front Camera1 Year Manufacturer Warranty
"Apple iPhone 15 Pro Max (White Titanium, 1 TB)","₹1,88,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 13 Pro (Silver, 512 GB)","₹1,49,900",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone XR (Blue, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
"Apple iPhone 13 Pro Max (Gold, 512 GB)","₹1,59,900",512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 12 Pro (Graphite, 512 GB)","₹1,39,900","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
